X,CH1,CH2,
Second,Volt,Volt,
-3.00e+00,2.00e-02,7.99e-02
-2.99e+00,4.00e-02,0.00e+00
-2.98e+00,6.00e-02,4.00e-02
-2.97e+00,2.00e-02,0.00e+00
-2.96e+00,6.00e-02,4.00e-02
-2.95e+00,2.00e-02,0.00e+00
-2.94e+00,4.00e-02,0.00e+00
-2.93e+00,6.00e-02,6.00e-02
-2.92e+00,2.00e-02,0.00e+00
-2.91e+00,6.00e-02,6.00e-02
-2.90e+00,4.00e-02,0.00e+00
-2.89e+00,6.00e-02,6.00e-02
-2.88e+00,6.00e-02,0.00e+00
-2.87e+00,4.00e-02,6.00e-02
-2.86e+00,6.00e-02,-2.00e-02
-2.85e+00,2.00e-02,6.00e-02
-2.84e+00,2.00e-02,0.00e+00
-2.83e+00,6.00e-02,4.00e-02
-2.82e+00,2.00e-02,0.00e+00
-2.81e+00,6.00e-02,6.00e-02
-2.80e+00,2.00e-02,0.00e+00
-2.79e+00,4.00e-02,4.00e-02
-2.78e+00,2.00e-02,7.99e-02
-2.77e+00,6.00e-02,0.00e+00
-2.76e+00,6.00e-02,0.00e+00
-2.75e+00,2.00e-02,4.00e-02
-2.74e+00,4.00e-02,6.00e-02
-2.73e+00,6.00e-02,0.00e+00
-2.72e+00,6.00e-02,6.00e-02
-2.71e+00,2.00e-02,0.00e+00
-2.70e+00,2.00e-02,2.00e-02
-2.69e+00,6.00e-02,7.99e-02
-2.68e+00,2.00e-02,0.00e+00
-2.67e+00,6.00e-02,7.99e-02
-2.66e+00,4.00e-02,4.00e-02
-2.65e+00,1.00e+00,0.00e+00
-2.64e+00,9.80e-01,6.00e-02
-2.63e+00,1.00e+00,2.00e-02
-2.62e+00,9.80e-01,0.00e+00
-2.61e+00,1.00e+00,7.99e-02
-2.60e+00,9.80e-01,7.99e-02
-2.59e+00,1.00e+00,2.00e-02
-2.58e+00,9.80e-01,7.99e-02
-2.57e+00,1.00e+00,2.00e-02
-2.56e+00,1.00e+00,6.00e-02
-2.55e+00,9.80e-01,7.99e-02
-2.54e+00,9.60e-01,7.99e-02
-2.53e+00,1.00e+00,1.20e-01
-2.52e+00,9.80e-01,1.60e-01
-2.51e+00,1.00e+00,1.00e-01
-2.50e+00,1.00e+00,1.60e-01
-2.49e+00,9.60e-01,1.20e-01
-2.48e+00,1.00e+00,1.80e-01
-2.47e+00,9.60e-01,1.60e-01
-2.46e+00,1.00e+00,1.80e-01
-2.45e+00,9.80e-01,2.20e-01
-2.44e+00,1.00e+00,1.80e-01
-2.43e+00,9.80e-01,2.60e-01
-2.42e+00,9.80e-01,2.20e-01
-2.41e+00,1.00e+00,2.80e-01
-2.40e+00,9.80e-01,2.40e-01
-2.39e+00,1.00e+00,3.20e-01
-2.38e+00,1.00e+00,3.00e-01
-2.37e+00,9.80e-01,3.60e-01
-2.36e+00,9.80e-01,3.60e-01
-2.35e+00,1.00e+00,3.20e-01
-2.34e+00,1.00e+00,3.60e-01
-2.33e+00,9.80e-01,4.20e-01
-2.32e+00,9.80e-01,3.60e-01
-2.31e+00,1.00e+00,4.40e-01
-2.30e+00,9.80e-01,4.20e-01
-2.29e+00,1.00e+00,4.60e-01
-2.28e+00,9.80e-01,4.60e-01
-2.27e+00,1.00e+00,5.20e-01
-2.26e+00,1.00e+00,5.20e-01
-2.25e+00,9.80e-01,4.60e-01
-2.24e+00,9.80e-01,5.00e-01
-2.23e+00,1.00e+00,5.80e-01
-2.22e+00,9.80e-01,5.40e-01
-2.21e+00,1.00e+00,6.20e-01
-2.20e+00,9.80e-01,6.20e-01
-2.19e+00,1.00e+00,5.80e-01
-2.18e+00,1.00e+00,6.60e-01
-2.17e+00,9.80e-01,6.00e-01
-2.16e+00,1.00e+00,6.00e-01
-2.15e+00,9.80e-01,7.00e-01
-2.14e+00,1.00e+00,6.60e-01
-2.13e+00,9.80e-01,7.20e-01
-2.12e+00,9.80e-01,6.80e-01
-2.11e+00,1.00e+00,7.40e-01
-2.10e+00,1.00e+00,7.00e-01
-2.09e+00,9.60e-01,8.00e-01
-2.08e+00,1.00e+00,8.00e-01
-2.07e+00,9.60e-01,7.80e-01
-2.06e+00,1.00e+00,7.80e-01
-2.05e+00,9.60e-01,8.20e-01
-2.04e+00,1.00e+00,8.00e-01
-2.03e+00,9.80e-01,8.60e-01
-2.02e+00,9.80e-01,8.60e-01
-2.01e+00,1.00e+00,8.20e-01
-2.00e+00,1.00e+00,8.40e-01
-1.99e+00,9.80e-01,8.80e-01
-1.98e+00,9.80e-01,8.60e-01
-1.97e+00,1.00e+00,9.20e-01
-1.96e+00,1.00e+00,9.40e-01
-1.95e+00,9.80e-01,8.80e-01
-1.94e+00,1.00e+00,8.80e-01
-1.93e+00,9.60e-01,9.60e-01
-1.92e+00,1.00e+00,9.40e-01
-1.91e+00,9.80e-01,1.00e+00
-1.90e+00,9.80e-01,9.40e-01
-1.89e+00,1.00e+00,1.02e+00
-1.88e+00,1.00e+00,9.60e-01
-1.87e+00,9.80e-01,1.00e+00
-1.86e+00,1.00e+00,9.80e-01
-1.85e+00,9.80e-01,1.04e+00
-1.84e+00,9.80e-01,1.00e+00
-1.83e+00,1.00e+00,1.06e+00
-1.82e+00,1.00e+00,1.00e+00
-1.81e+00,9.80e-01,1.08e+00
-1.80e+00,1.00e+00,1.08e+00
-1.79e+00,9.60e-01,1.04e+00
-1.78e+00,9.80e-01,1.02e+00
-1.77e+00,1.00e+00,1.10e+00
-1.76e+00,1.00e+00,1.08e+00
-1.75e+00,9.80e-01,1.12e+00
-1.74e+00,9.80e-01,1.08e+00
-1.73e+00,1.00e+00,1.14e+00
-1.72e+00,9.80e-01,1.14e+00
-1.71e+00,1.00e+00,1.08e+00
-1.70e+00,1.00e+00,1.08e+00
-1.69e+00,9.80e-01,1.16e+00
-1.68e+00,1.00e+00,1.16e+00
-1.67e+00,9.80e-01,1.08e+00
-1.66e+00,1.00e+00,1.16e+00
-1.65e+00,9.80e-01,1.12e+00
-1.64e+00,9.80e-01,1.16e+00
-1.63e+00,1.00e+00,1.12e+00
-1.62e+00,1.00e+00,1.14e+00
-1.61e+00,9.80e-01,1.20e+00
-1.60e+00,9.80e-01,1.20e+00
-1.59e+00,1.00e+00,1.14e+00
-1.58e+00,1.00e+00,1.16e+00
-1.57e+00,9.80e-01,1.22e+00
-1.56e+00,1.00e+00,1.22e+00
-1.55e+00,9.80e-01,1.16e+00
-1.54e+00,9.80e-01,1.16e+00
-1.53e+00,1.00e+00,1.22e+00
-1.52e+00,9.80e-01,1.22e+00
-1.51e+00,1.00e+00,1.16e+00
-1.50e+00,1.00e+00,1.24e+00
-1.49e+00,9.60e-01,1.16e+00
-1.48e+00,1.00e+00,1.18e+00
-1.47e+00,9.80e-01,1.24e+00
-1.46e+00,1.00e+00,1.22e+00
-1.45e+00,9.80e-01,1.18e+00
-1.44e+00,1.00e+00,1.16e+00
-1.43e+00,9.80e-01,1.26e+00
-1.42e+00,9.80e-01,1.20e+00
-1.41e+00,1.00e+00,1.24e+00
-1.40e+00,9.80e-01,1.18e+00
